127.0.0.1 - - [05/Oct/2018:11:30:16 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/ HTTP/1.1" 200 2150
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/ HTTP/1.1" 200 2150
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/css/fileinput.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/css/fileinput.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/themes/explorer/theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/RouteConfig.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/Friend/FriendService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/Friend/FriendController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/js/fileinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/js/fileinput.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/themes/fa/theme.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/themes/explorer/theme.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:48 +0530] "GET /Blog/assets/themes/gly/theme.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:50 +0530] "GET /Blog/shared/Header.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:50 +0530] "GET /Blog/shared/SideBar.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:31:50 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:32:04 +0530] "PUT /BlogMiddleWare/login HTTP/1.1" 200 205
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:32:06 +0530] "GET /BlogMiddleWare/getimage?emailId=vikas123@gmail.com HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:32:06 +0530] "GET /BlogMiddleWare/notifications HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:32:08 +0530] "GET /Blog/ProfilePicture/UploadProfilePicture.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:32:19 +0530] "GET /Blog/Friend/FriendList.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:32:19 +0530] "GET null HTTP/1.1" 400 2291
0:0:0:0:0:0:0:1 - - [05/Oct/2018:11:32:19 +0530] "GET /BlogMiddleWare/pendingRequests HTTP/1.1" 200 12
