127.0.0.1 - - [11/Oct/2018:12:11:35 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/assets/css/myApp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/assets/css/fileinput.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/assets/themes/explorer/theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/assets/css/fileinput.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/assets/css/portfolio.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/RouteConfig.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/Blog/BlogController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/Blog/BlogService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/Blog/BlogDetailController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/HomeController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/Notification/NotificationService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/Notification/NotificationController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/Friend/FriendController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:44 +0530] "GET /Blog/Friend/FriendService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/assets/js/fileinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/assets/js/fileinput.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/assets/themes/fa/theme.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/assets/themes/explorer/theme.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/assets/themes/gly/theme.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/Chat/ChatController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/Chat/ChatService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/assets/js/stomp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:45 +0530] "GET /Blog/assets/js/sockjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:46 +0530] "GET /Blog/shared/SideBar.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:46 +0530] "GET /Blog/shared/Header.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:46 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:11:48 +0530] "GET /Blog/User/Login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:12:04 +0530] "PUT /BlogMiddleWare/login HTTP/1.1" 200 231
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:12:06 +0530] "GET /BlogMiddleWare/notifications HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Oct/2018:12:12:06 +0530] "GET /BlogMiddleWare/getimage?emailId=ilovemyindia.mahendra2009@gmail.com HTTP/1.1" 200 171502
